code,name,description,category,url,status
1,Annual,The loan has 1 repayment per year,,,
2,Semi-annual,The loan has 2 repayments per year,,,
4,Quarterly,The loan has 4 repayments per year,,,
12,Monthly,"The loan has 12, monthly repayments per year",,,
