href,dirname
http://iatistandard.org/standard/documentation/1.0/gazetteer-entry,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/location/gazetteer-entry
http://iatistandard.org/standard/documentation/1.02/location-type,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/location/location-type
http://iatistandard.org/standard/documentation/1.0/location-type,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/location/location-type
http://iatistandard.org/standard/documentation/1.02/coordinates,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/location/coordinates
http://iatistandard.org/standard/documentation/1.0/coordinates,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/location/coordinates
http://iatistandard.org/standard/documentation/1.02/location-name,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/location/name
http://iatistandard.org/standard/documentation/1.0/location-name,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/location/name
http://iatistandard.org/standard/documentation/1.02/administrative,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/location/administrative
http://iatistandard.org/standard/documentation/1.0/administrative,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/location/administrative
http://iatistandard.org/standard/documentation/1.0/iati-activity,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/iati-activity
http://iatistandard.org/101/activities-standard/container-elements/record-header/,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/iati-activity
http://iatistandard.org/standard/documentation/1.02/activity-date,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/activity-date
http://iatistandard.org/standard/documentation/1.0/activity-date,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/activity-date
http://iatistandard.org/codelists/organisation_type,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/participating-org
http://iatistandard.org/standard/documentation/1.02/participating-org,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/participating-org
http://iatistandard.org/standard/documentation/1.0/participating-org,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/participating-org
http://iatistandard.org/standard/documentation/1.02/policy-marker,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/policy-marker
http://iatistandard.org/standard/documentation/1.0/policy-marker,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/policy-marker
http://iatistandard.org/standard/documentation/1.02/activity-status,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/activity-status
http://iatistandard.org/standard/documentation/1.0/activity-status,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/activity-status
http://iatistandard.org/standard/documentation/1.02/sector,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/sector
http://iatistandard.org/standard/documentation/1.0/sector,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/sector
http://iatistandard.org/standard/documentation/1.02/reporting-org,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/reporting-org
http://iatistandard.org/standard/documentation/1.0/reporting-org,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/reporting-org
http://iatistandard.org/codelists/budget_type,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/budget
http://iatistandard.org/standard/documentation/1.02/budget,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/budget
http://iatistandard.org/standard/documentation/1.0/budget,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/budget
http://iatistandard.org/standard/documentation/1.02/activity-website,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/activity-website
http://iatistandard.org/standard/documentation/1.0/activity-website,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/activity-website
http://iatistandard.org/standard/documentation/1.02/default-aid-type,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/default-aid-type
http://iatistandard.org/standard/documentation/1.0/default-aid-type,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/default-aid-type
http://iatistandard.org/standard/documentation/1.02/collaboration-type,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/collaboration-type
http://iatistandard.org/standard/documentation/1.0/collaboration-type,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/collaboration-type
http://iatistandard.org/standard/documentation/1.02/document-link,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/document-link
http://iatistandard.org/standard/documentation/1.0/document-link,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/document-link
http://wiki.iatistandard.org/standard/documentation/1.0/document-link,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/document-link
http://iatistandard.org/101/activities-standard/related-documents/activity-documents/,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/document-link
http://iatistandard.org/standard/documentation/1.02/category,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/document-link/category
http://iatistandard.org/standard/documentation/1.0/category,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/document-link/category
http://iatistandard.org/codelists/condition_type,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/conditions
http://iatistandard.org/standard/documentation/1.02/conditions,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/conditions
http://iatistandard.org/standard/documentation/1.0/conditions,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/conditions
http://iatistandard.org/standard/documentation/1.02/iati-identifier,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/iati-identifier
http://iatistandard.org/standard/documentation/1.0/iati-identifier,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/iati-identifier
http://iatistandard.org/codelists/activity_scope,IATI-Standard-SSOT-version-1.03/103.new/activities-standard/activity-scope
http://codelists103.archive.iatistandard.org/data/codelist/OrganisationIdentifier/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/organisation
http://codelists103.archive.iatistandard.org/data/codelist/OrganisationIdentifier/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/organisation
http://codelists103.archive.iatistandard.org/data/codelist/OrganisationIdentifier/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/organisation
http://codelists103.archive.iatistandard.org/data/codelist/IndicatorMeasure/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/indicator_measure
http://codelists103.archive.iatistandard.org/data/codelist/IndicatorMeasure/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/indicator_measure
http://codelists103.archive.iatistandard.org/data/codelist/IndicatorMeasure/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/indicator_measure
http://codelists103.archive.iatistandard.org/data/codelist/RelatedActivityType/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/related_activity_type
http://codelists103.archive.iatistandard.org/data/codelist/RelatedActivityType/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/related_activity_type
http://codelists103.archive.iatistandard.org/data/codelist/RelatedActivityType/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/related_activity_type
http://codelists103.archive.iatistandard.org/data/codelist/FlowType/version/1.01/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/flow_type
http://codelists103.archive.iatistandard.org/data/codelist/FlowType/version/1.01/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/flow_type
http://codelists103.archive.iatistandard.org/data/codelist/FlowType/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/flow_type
http://codelists103.archive.iatistandard.org/data/codelist/ResultType/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/result_type
http://codelists103.archive.iatistandard.org/data/codelist/ResultType/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/result_type
http://codelists103.archive.iatistandard.org/data/codelist/ResultType/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/result_type
http://codelists103.archive.iatistandard.org/data/codelist/Region/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/region
http://codelists103.archive.iatistandard.org/data/codelist/Region/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/region
http://codelists103.archive.iatistandard.org/data/codelist/Region/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/region
http://codelists103.archive.iatistandard.org/data/codelist/BudgetType/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/budget_type
http://codelists103.archive.iatistandard.org/data/codelist/BudgetType/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/budget_type
http://codelists103.archive.iatistandard.org/data/codelist/BudgetType/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/budget_type
http://codelists103.archive.iatistandard.org/data/codelist/GeographicalPrecision/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/geographical_precision
http://codelists103.archive.iatistandard.org/data/codelist/GeographicalPrecision/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/geographical_precision
http://codelists103.archive.iatistandard.org/data/codelist/GeographicalPrecision/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/geographical_precision
http://codelists103.archive.iatistandard.org/data/codelist/ContactType/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/contact_type
http://codelists103.archive.iatistandard.org/data/codelist/ContactType/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/contact_type
http://codelists103.archive.iatistandard.org/data/codelist/ContactType/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/contact_type
http://codelists103.archive.iatistandard.org/data/codelist/PolicySignificance/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/policy_significance
http://codelists103.archive.iatistandard.org/data/codelist/PolicySignificance/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/policy_significance
http://codelists103.archive.iatistandard.org/data/codelist/PolicySignificance/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/policy_significance
http://codelists103.archive.iatistandard.org/data/codelist/TiedStatus/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/tied_status
http://codelists103.archive.iatistandard.org/data/codelist/TiedStatus/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/tied_status
http://codelists103.archive.iatistandard.org/data/codelist/TiedStatus/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/tied_status
http://codelists103.archive.iatistandard.org/data/codelist/DisbursementChannel/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/disbursement_channel
http://codelists103.archive.iatistandard.org/data/codelist/DisbursementChannel/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/disbursement_channel
http://codelists103.archive.iatistandard.org/data/codelist/DisbursementChannel/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/disbursement_channel
http://codelists103.archive.iatistandard.org/data/codelist/BudgetIdentifier/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/budget_identifier
http://codelists103.archive.iatistandard.org/data/codelist/BudgetIdentifier/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/budget_identifier
http://codelists103.archive.iatistandard.org/data/codelist/BudgetIdentifier/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/budget_identifier
http://codelists103.archive.iatistandard.org/data/codelist/LoanRepaymentPeriod/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/loan_repayment_period
http://codelists103.archive.iatistandard.org/data/codelist/LoanRepaymentPeriod/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/loan_repayment_period
http://codelists103.archive.iatistandard.org/data/codelist/LoanRepaymentPeriod/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/loan_repayment_period
http://codelists103.archive.iatistandard.org/data/codelist/Currency/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/currency
http://codelists103.archive.iatistandard.org/data/codelist/Currency/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/currency
http://codelists103.archive.iatistandard.org/data/codelist/Currency/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/currency
http://codelists103.archive.iatistandard.org/data/codelist/ActivityDateType/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/activity_date_type
http://codelists103.archive.iatistandard.org/data/codelist/ActivityDateType/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/activity_date_type
http://codelists103.archive.iatistandard.org/data/codelist/ActivityDateType/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/activity_date_type
http://codelists103.archive.iatistandard.org/data/codelist/RegionVocabulary/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/region_vocabulary
http://codelists103.archive.iatistandard.org/data/codelist/RegionVocabulary/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/region_vocabulary
http://codelists103.archive.iatistandard.org/data/codelist/RegionVocabulary/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/region_vocabulary
http://codelists103.archive.iatistandard.org/data/codelist/PolicyMarker/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/policy_marker
http://codelists103.archive.iatistandard.org/data/codelist/PolicyMarker/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/policy_marker
http://codelists103.archive.iatistandard.org/data/codelist/PolicyMarker/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/policy_marker
http://codelists103.archive.iatistandard.org/data/codelist/Vocabulary/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/vocabulary
http://codelists103.archive.iatistandard.org/data/codelist/Vocabulary/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/vocabulary
http://codelists103.archive.iatistandard.org/data/codelist/Vocabulary/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/vocabulary
http://codelists103.archive.iatistandard.org/data/codelist/Language/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/language
http://codelists103.archive.iatistandard.org/data/codelist/Language/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/language
http://codelists103.archive.iatistandard.org/data/codelist/Language/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/language
http://codelists103.archive.iatistandard.org/data/codelist/ActivityScope/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/activity_scope
http://codelists103.archive.iatistandard.org/data/codelist/ActivityScope/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/activity_scope
http://codelists103.archive.iatistandard.org/data/codelist/ActivityScope/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/activity_scope
http://codelists103.archive.iatistandard.org/data/codelist/GazetteerAgency/version/1.01/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/gazetteer_agency
http://codelists103.archive.iatistandard.org/data/codelist/GazetteerAgency/version/1.01/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/gazetteer_agency
http://codelists103.archive.iatistandard.org/data/codelist/GazetteerAgency/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/gazetteer_agency
http://codelists103.archive.iatistandard.org/data/codelist/TransactionType/version/1.01/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/transaction_type
http://codelists103.archive.iatistandard.org/data/codelist/TransactionType/version/1.01/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/transaction_type
http://codelists103.archive.iatistandard.org/data/codelist/TransactionType/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/transaction_type
http://codelists103.archive.iatistandard.org/data/codelist/BudgetIdentifierVocabulary/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/budget_identifier_vocabulary
http://codelists103.archive.iatistandard.org/data/codelist/BudgetIdentifierVocabulary/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/budget_identifier_vocabulary
http://codelists103.archive.iatistandard.org/data/codelist/BudgetIdentifierVocabulary/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/budget_identifier_vocabulary
http://codelists103.archive.iatistandard.org/data/codelist/PublisherType/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/publisher_type
http://codelists103.archive.iatistandard.org/data/codelist/PublisherType/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/publisher_type
http://codelists103.archive.iatistandard.org/data/codelist/PublisherType/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/publisher_type
http://codelists103.archive.iatistandard.org/data/codelist/LocationType/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/location_type
http://codelists103.archive.iatistandard.org/data/codelist/LocationType/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/location_type
http://codelists103.archive.iatistandard.org/data/codelist/LocationType/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/location_type
http://codelists103.archive.iatistandard.org/data/codelist/AidTypeFlag/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/aid_type_flag
http://codelists103.archive.iatistandard.org/data/codelist/AidTypeFlag/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/aid_type_flag
http://codelists103.archive.iatistandard.org/data/codelist/AidTypeFlag/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/aid_type_flag
http://support.iatistandard.org/entries/21945976-Proposal-Add-additional-ADM1-Precision-Codes-for-location-element-,IATI-Standard-SSOT-version-1.03/103.new/codelists/administrative_area_1
http://codelists103.archive.iatistandard.org/data/codelist/FinanceType/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/finance_type
http://codelists103.archive.iatistandard.org/data/codelist/FinanceType/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/finance_type
http://codelists103.archive.iatistandard.org/data/codelist/FinanceType/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/finance_type
http://codelists103.archive.iatistandard.org/data/codelist/DocumentCategory/version/1.02/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/document_category
http://codelists103.archive.iatistandard.org/data/codelist/DocumentCategory/version/1.02/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/document_category
http://codelists103.archive.iatistandard.org/data/codelist/DocumentCategory/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/document_category
http://codelists103.archive.iatistandard.org/data/codelist/Country/version/1.01/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/country
http://codelists103.archive.iatistandard.org/data/codelist/Country/version/1.01/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/country
http://codelists103.archive.iatistandard.org/data/codelist/Country/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/country
http://codelists103.archive.iatistandard.org/data/codelist/VerificationStatus/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/verification_status
http://codelists103.archive.iatistandard.org/data/codelist/VerificationStatus/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/verification_status
http://codelists103.archive.iatistandard.org/data/codelist/VerificationStatus/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/verification_status
http://codelists103.archive.iatistandard.org/data/codelist/CollaborationType/version/1.01/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/collaboration_type
http://codelists103.archive.iatistandard.org/data/codelist/CollaborationType/version/1.01/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/collaboration_type
http://codelists103.archive.iatistandard.org/data/codelist/CollaborationType/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/collaboration_type
http://codelists103.archive.iatistandard.org/data/codelist/Sector/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/sector
http://codelists103.archive.iatistandard.org/data/codelist/Sector/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/sector
http://codelists103.archive.iatistandard.org/data/codelist/Sector/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/sector
http://codelists103.archive.iatistandard.org/data/codelist/FileFormat/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/file_format
http://codelists103.archive.iatistandard.org/data/codelist/FileFormat/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/file_format
http://codelists103.archive.iatistandard.org/data/codelist/FileFormat/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/file_format
http://codelists103.archive.iatistandard.org/data/codelist.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/all-codelists
http://codelists103.archive.iatistandard.org/data/codelist.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/all-codelists
http://codelists103.archive.iatistandard.org/data/codelist/all/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/all-codelists
http://codelists103.archive.iatistandard.org/data/codelist/ConditionType/version/1.01/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/condition_type
http://codelists103.archive.iatistandard.org/data/codelist/ConditionType/version/1.01/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/condition_type
http://codelists103.archive.iatistandard.org/data/codelist/ConditionType/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/condition_type
http://codelists103.archive.iatistandard.org/data/codelist/DescriptionType/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/description_type
http://codelists103.archive.iatistandard.org/data/codelist/DescriptionType/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/description_type
http://codelists103.archive.iatistandard.org/data/codelist/DescriptionType/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/description_type
http://iatistandard.org/codelists/codelist-api/,IATI-Standard-SSOT-version-1.03/103.new/codelists/code-list-api
http://codelists103.archive.iatistandard.org/data/codelist/AidType/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/aid_type
http://codelists103.archive.iatistandard.org/data/codelist/AidType/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/aid_type
http://codelists103.archive.iatistandard.org/data/codelist/AidType/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/aid_type
http://codelists103.archive.iatistandard.org/data/codelist/ActivityStatus/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/activity_status
http://codelists103.archive.iatistandard.org/data/codelist/ActivityStatus/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/activity_status
http://codelists103.archive.iatistandard.org/data/codelist/ActivityStatus/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/activity_status
http://codelists103.archive.iatistandard.org/data/codelist/OrganisationType/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/organisation_type
http://codelists103.archive.iatistandard.org/data/codelist/OrganisationType/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/organisation_type
http://codelists103.archive.iatistandard.org/data/codelist/OrganisationType/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/organisation_type
http://codelists103.archive.iatistandard.org/data/codelist/OrganisationRole/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/organisation_role
http://codelists103.archive.iatistandard.org/data/codelist/OrganisationRole/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/organisation_role
http://codelists103.archive.iatistandard.org/data/codelist/OrganisationRole/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/organisation_role
http://codelists103.archive.iatistandard.org/data/codelist/LoanRepaymentType/version/1.0/lang/en.xml,IATI-Standard-SSOT-version-1.03/103.new/codelists/loan_repayment_type
http://codelists103.archive.iatistandard.org/data/codelist/LoanRepaymentType/version/1.0/lang/en.csv,IATI-Standard-SSOT-version-1.03/103.new/codelists/loan_repayment_type
http://codelists103.archive.iatistandard.org/data/codelist/LoanRepaymentType/metadata,IATI-Standard-SSOT-version-1.03/103.new/codelists/loan_repayment_type
http://iatistandard.org/activity-docs/iati-activities,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/iati-activity,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/activity-website,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/reporting-org,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/participating-org,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/recipient-country,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/recipient-region,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/collaboration-type,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/default-flow-type,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/default-aid-type,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/default-finance-type,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/iati-identifier,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/other-identifier,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/title,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/description,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/sector,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/activity-date,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/activity-status,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/contact-info,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/default-tied-status,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/policy-marker,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/location,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/transaction,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/result,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/conditions,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/budget,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/planned-disbursement,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/related-activity,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/document-link,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/activity-docs/legacy-data,IATI-Standard-SSOT-version-1.02/102.new/activity-schema-table
http://iatistandard.org/governance/steering-committee,IATI-Standard-SSOT-version-1.02/102.new/governance
http://iatistandard.org/governance/iati-secretariat,IATI-Standard-SSOT-version-1.02/102.new/governance
http://iatistandard.org/technical-advisory-group,IATI-Standard-SSOT-version-1.02/102.new/governance
