code,name,description,category,url,status
10,Gouvernement,,,,
11,,,,,
15,Autre secteur public,,,,
21,ONG internationale,,,,
22,ONG nationale,,,,
23,ONG regionale,,,,
24,,,,,
30,Partenariat public-privé,,,,
40,Multilatéral,,,,
60,Fondation,,,,
70,Secteur privé,,,,
71,,,,,
72,,,,,
73,,,,,
80,"Universitaire, formation et recherche",,,,
90,,,,,
